Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,10,12277.679,21.194,48,115,1.72
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,11,12695.162,25.316,45,106,1.93
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,12,12358.305,21.99,40,102,1.71
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,13,12595.248,24.329,37,93,1.76
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,14,12140.974,19.845,32,95,1.44
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,15,12001.356,18.467,26,93,1.31
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,16,12063.752,19.083,26,89,1.39
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,17,11672.885,15.224,22,92,1.1
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,18,11761.51,16.099,23,86,1.2
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,19,11909.663,17.562,22,81,1.23
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,20,12078.294,19.226,21,80,1.31
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,21,12189.864,20.328,24,77,1.4
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,22,12364.572,22.052,23,70,1.49
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,23,12246.76,20.889,22,67,1.41
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,24,12552.316,23.905,20,61,1.59
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,25,12679.287,25.159,20,58,1.68
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,26,12911.435,27.45,19,61,1.81
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,27,12883.538,27.175,17,61,1.75
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,28,12700.07,25.364,16,58,1.65
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,29,12740.022,25.758,14,57,1.68
ETHUSDT,12h,2018-03-01,2020-11-15,SMA,30,12421.399,22.613,14,52,1.58
