Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,10,11883.086,18.547,370,959,1.35
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,11,12153.925,21.249,343,908,1.53
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,12,11727.116,16.991,318,873,1.25
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,13,12856.904,28.262,307,802,2.01
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,14,11853.496,18.191,269,818,1.34
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,15,11640.769,16.07,253,768,1.2
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,16,11633.608,15.999,243,753,1.19
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,17,11397.824,13.653,229,751,1.01
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,18,11499.968,14.883,223,728,1.08
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,19,11673.008,16.612,212,708,1.2
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,20,11768.091,17.562,212,682,1.26
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,21,11770.129,17.582,200,660,1.3
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,22,12278.624,22.662,193,643,1.63
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,23,12625.368,26.126,192,610,1.84
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,24,11809.534,17.976,179,595,1.27
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,25,12231.45,22.19,180,580,1.56
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,26,11844.034,18.32,180,579,1.33
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,27,12008.936,19.968,170,567,1.43
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,28,12217.654,22.053,168,537,1.56
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,29,12203.299,21.909,156,537,1.56
ETHUSDT,2h,2017-01-01,2020-12-31,SMA,30,12273.003,22.606,153,519,1.56
