Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,10,9628.328,-3.717,223,145,-0.28
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,11,9690.567,-3.094,189,120,-0.22
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,12,10157.054,1.571,159,100,0.1
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,13,10608.714,6.087,144,83,0.39
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,14,9776.898,-2.231,123,70,-0.15
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,15,9674.602,-2.99,109,59,-0.19
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,16,9928.595,-0.707,94,54,-0.04
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,17,9501.554,-4.978,82,49,-0.37
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,18,9365.393,-6.34,71,48,-0.49
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,19,9404.778,-5.946,66,40,-0.44
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,20,8743.268,-12.561,59,38,-1.14
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,21,8623.197,-13.762,53,36,-1.27
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,22,8751.189,-12.482,46,36,-1.13
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,23,9114.047,-8.853,45,30,-0.72
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,24,9007.567,-9.918,39,28,-0.75
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,25,9311.64,-6.877,38,25,-0.51
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,26,8946.876,-10.525,30,25,-0.84
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,27,8642.802,-13.566,27,22,-1.22
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,28,8477.473,-15.219,24,21,-1.43
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,29,8489.962,-15.094,21,20,-1.47
ETHUSDT,30m,2017-01-01,2020-12-31,RSI,30,8647.32,-13.569,21,19,-1.35
