Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,10,10350.807,3.508,3,4,0.28
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,11,10724.464,7.245,3,3,0.52
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,12,10849.208,8.492,4,2,0.61
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,13,11012.992,10.13,5,1,0.73
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,14,10621.36,6.214,4,1,0.55
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,15,10895.796,8.958,4,1,0.79
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,16,11356.824,13.568,3,1,0.89
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,17,11425.367,14.254,3,1,0.94
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,18,12191.72,21.917,3,1,1.38
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,19,11297.887,12.979,2,1,0.83
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,20,11612.653,16.127,2,1,0.94
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,21,11852.7,18.527,2,1,1.07
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,22,11950.031,19.5,2,1,1.16
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,23,10100.163,1.002,1,1,0.12
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,24,10100.163,1.002,1,1,0.12
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,25,9563.255,-4.367,0,1,0
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,26,9761.777,-2.382,0,1,0
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,27,9761.777,-2.382,0,1,0
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,28,10098.443,0.984,1,0,0
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,29,10167.941,1.679,1,0,0
ETHUSDT,1d,2017-01-01,2020-12-31,RSI,30,10338.842,3.388,1,0,0
