Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,10,4238.974,-57.651,1927,7654,-10.99
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,11,4354.226,-56.499,1768,7366,-10.75
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,12,4543.158,-54.612,1652,7092,-10.21
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,13,4793.526,-52.116,1575,6802,-9.53
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,14,5067.692,-49.377,1489,6487,-8.91
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,15,5268.408,-47.372,1402,6260,-8.47
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,16,5365.974,-46.392,1333,6067,-8.25
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,17,5507.921,-44.974,1285,5946,-7.97
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,18,5618.344,-43.87,1233,5819,-7.73
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,19,5608.938,-43.964,1167,5650,-7.72
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,20,5743.024,-42.625,1129,5476,-7.43
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,21,5861.914,-41.412,1093,5389,-7.14
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,22,5808.225,-41.948,1066,5259,-7.42
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,23,5830.439,-41.726,1026,5147,-7.36
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,24,5918.721,-40.844,998,5076,-7.16
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,25,5940.756,-40.624,965,4966,-6.8
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,26,5962.158,-40.41,927,4891,-6.75
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,27,6092.886,-39.103,911,4772,-6.52
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,28,6203.137,-38.001,882,4695,-6.37
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,29,6221.953,-37.813,854,4644,-6.34
BTCUSDT,15m,2018-03-01,2020-11-15,SMA,30,6345.443,-36.579,825,4550,-6.02
