Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,10,8348.552,-16.514,13,13,-1.93
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,11,8181.485,-18.185,11,11,-2.12
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,12,8222.392,-17.776,9,9,-2.16
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,13,8352.339,-16.477,8,9,-2.02
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,14,8703.692,-12.963,8,9,-1.54
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,15,8752.51,-12.475,6,8,-1.53
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,16,8255.661,-17.443,2,8,-2.64
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,17,8230.109,-17.699,1,8,-2.96
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,18,8537.217,-14.628,2,7,-2.27
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,19,8884.249,-11.158,3,5,-1.44
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,20,8931.882,-10.681,3,5,-1.37
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,21,8995.217,-10.048,3,5,-1.27
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,22,8913.825,-10.862,2,5,-1.45
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,23,9103.174,-8.968,2,5,-1.19
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,24,9174.882,-8.251,2,5,-1.09
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,25,9260.912,-7.391,2,5,-1.03
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,26,9543.237,-4.568,2,4,-0.59
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,27,9957.303,-0.427,3,3,-0.04
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,28,9791.544,-2.085,2,3,-0.24
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,29,9876.119,-1.239,2,3,-0.14
ETHUSDT,6h,2018-03-01,2020-11-15,RSI,30,10217.507,2.175,3,2,0.24
