Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,10,13522.783,34.991,93,207,2.55
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,11,13635.152,36.402,83,200,2.72
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,12,13813.646,38.188,83,178,2.89
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,13,13052.887,30.578,80,171,2.46
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,14,13031.779,30.367,73,158,2.46
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,15,12963.343,29.682,71,156,2.46
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,16,13165.77,31.707,66,144,2.57
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,17,13003.683,30.085,62,145,2.45
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,18,13123.558,31.285,63,133,2.56
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,19,13314.612,33.196,54,130,2.64
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,20,13598.914,36.04,53,121,2.7
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,21,13690.808,36.959,52,118,2.75
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,22,14099.781,41.051,49,116,2.75
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,23,13867.003,35.196,46,114,2.45
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,24,13793.809,34.482,46,111,2.4
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,25,13598.552,32.578,47,111,2.33
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,26,13676.991,33.343,48,108,2.4
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,27,13565.833,32.259,44,106,2.13
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,28,13800.966,34.552,41,114,1.73
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,29,13612.361,32.713,36,118,1.72
BTCUSDT,8h,2017-01-01,2020-12-31,SMA,30,13732.476,33.884,35,112,1.76
