data processed,parameter,portofolio final value,%
BTCUSDT-2017-2020-8h,10,10342.139726378082,3.4213972637808183
BTCUSDT-2017-2020-8h,11,10494.825578458733,4.948255784587327
BTCUSDT-2017-2020-8h,12,10146.227510216673,1.462275102166732
BTCUSDT-2017-2020-8h,13,10307.478789918596,3.074787899185958
BTCUSDT-2017-2020-8h,14,10804.173355732859,8.04173355732859
BTCUSDT-2017-2020-8h,15,10057.249794165908,0.5724979416590759
BTCUSDT-2017-2020-8h,16,9825.22577298307,-1.7477422701692922
BTCUSDT-2017-2020-8h,17,10172.307754412017,1.7230775441201693
BTCUSDT-2017-2020-8h,18,10182.771238523428,1.827712385234281
BTCUSDT-2017-2020-8h,19,10253.396519930793,2.5339651993079313
BTCUSDT-2017-2020-8h,20,10396.046177949403,3.960461779494035
BTCUSDT-2017-2020-8h,21,10239.11559622501,2.3911559622501044
BTCUSDT-2017-2020-8h,22,10375.642091771411,3.756420917714113
BTCUSDT-2017-2020-8h,23,10440.914109619833,4.4091410961983275
BTCUSDT-2017-2020-8h,24,10327.045509271587,3.2704550927158746
BTCUSDT-2017-2020-8h,25,10387.915317011468,3.8791531701146775
BTCUSDT-2017-2020-8h,26,9930.46671609702,-0.6953328390297975
BTCUSDT-2017-2020-8h,27,9930.46671609702,-0.6953328390297975
BTCUSDT-2017-2020-8h,28,10537.611392005723,5.376113920057232
BTCUSDT-2017-2020-8h,29,10537.611392005723,5.376113920057232
BTCUSDT-2017-2020-8h,30,10279.882318491576,2.7988231849157637
