Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,10,11682.146,16.542,44,100,1.94
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,11,11634.965,16.072,41,97,1.86
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,12,11601.523,15.738,38,97,1.74
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,13,11741.041,15.368,35,95,1.7
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,14,11934.176,17.266,33,91,1.83
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,15,11968.587,17.604,32,85,1.91
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,16,11872.635,16.661,31,84,1.83
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,17,11828.752,16.23,30,83,1.76
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,18,11748.154,12.317,28,80,1.44
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,19,11762.161,12.451,27,74,1.45
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,20,11908.517,13.85,24,70,1.56
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,21,11750.426,12.339,24,74,1.43
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,22,11871.471,13.496,24,67,1.57
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,23,11817.252,12.977,22,70,1.51
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,24,11884.002,13.616,23,67,1.57
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,25,11808.623,12.895,23,65,1.49
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,26,11571.391,10.627,20,71,1.15
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,27,11759.497,12.425,22,69,1.34
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,28,11855.062,13.339,22,63,1.48
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,29,11801.598,12.828,20,63,1.48
BTCUSDT,12h,2018-03-01,2020-11-15,SMA,30,11876.004,13.539,20,64,1.55
