Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,10,14133.102,25.825,9,23,1.51
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,11,15277.398,36.172,7,20,1.3
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,12,15499.262,38.149,7,19,1.36
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,13,15466.735,37.86,6,18,1.36
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,14,15518.722,38.323,6,14,1.44
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,15,15582.948,39.231,6,13,1.37
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,16,15413.674,37.719,5,16,1.32
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,17,14583.809,30.304,5,15,1.21
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,18,13438.67,20.997,5,15,1.09
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,19,13320.612,19.934,5,12,1.17
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,20,13490.995,21.468,6,10,1.24
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,21,13131.301,18.23,6,12,1.1
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,22,13339.137,20.101,6,11,1.14
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,23,13389.049,20.551,6,10,1.2
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,24,13753.44,23.831,6,8,1.32
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,25,13460.921,21.198,6,9,1.24
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,26,13117.174,18.103,7,10,1.2
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,27,13169.668,18.575,5,10,1.12
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,28,13523.087,20.827,4,8,1.2
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,29,13419.521,19.902,4,8,1.17
BTCUSDT,3d,2017-01-01,2020-12-31,SMA,30,13059.716,16.405,4,8,1.03
