Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,10,9469.514,-5.305,23,12,-0.7
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,11,9857.332,-1.427,23,10,-0.18
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,12,10325.354,3.254,22,9,0.4
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,13,10336.573,3.366,16,9,0.4
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,14,10145.563,1.456,14,8,0.18
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,15,9988.12,-0.119,12,7,-0.02
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,16,10165.974,1.66,12,6,0.24
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,17,10207.69,2.077,9,6,0.29
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,18,10271.895,2.719,9,5,0.39
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,19,10136.367,1.364,5,6,0.19
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,20,10322.436,3.224,4,6,0.38
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,21,10033.245,0.332,4,5,0.05
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,22,10257.783,2.578,4,4,0.37
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,23,10414.441,4.144,5,3,0.58
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,24,10686.543,6.865,5,3,0.77
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,25,11329.114,13.291,6,2,1.4
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,26,11432.662,14.327,7,1,1.48
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,27,10661.045,6.61,6,1,1.05
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,28,10253.986,2.54,5,1,0.53
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,29,10293.054,2.931,5,1,0.64
BTCUSDT,6h,2017-01-01,2020-12-31,RSI,30,10651.009,6.51,5,1,1.12
