Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,10,7205.505,-28.17,1421,4166,-2.76
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,11,7331.877,-26.91,1309,3985,-2.57
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,12,7377.634,-26.568,1229,3880,-2.52
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,13,7902.327,-21.346,1166,3727,-1.96
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,14,8227.576,-18.109,1093,3579,-1.62
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,15,8030.451,-20.071,1015,3480,-1.82
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,16,8302.064,-17.367,983,3352,-1.57
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,17,8344.895,-16.941,932,3263,-1.51
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,18,8310.503,-17.283,902,3163,-1.56
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,19,8243.423,-17.951,869,3046,-1.65
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,20,8381.048,-16.581,840,2973,-1.52
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,21,8472.653,-15.669,818,2914,-1.39
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,22,8854.051,-11.873,770,2822,-1.01
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,23,9135.297,-9.074,730,2783,-0.76
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,24,9297.547,-7.459,705,2739,-0.62
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,25,9365.05,-6.787,678,2700,-0.56
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,26,9462.857,-5.813,657,2655,-0.48
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,27,9533.12,-5.114,634,2590,-0.42
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,28,9380.182,-6.636,620,2568,-0.55
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,29,9506.544,-5.379,607,2511,-0.44
ETHUSDT,30m,2017-01-01,2020-12-31,SMA,30,9851.837,-1.942,586,2467,-0.16
