Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,10,13935.931,39.359,62,140,2.41
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,11,14244.905,42.449,58,129,2.52
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,12,13643.025,36.43,53,126,2.22
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,13,13766.251,37.663,48,119,2.18
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,14,13231.378,32.314,43,123,1.8
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,15,13092.349,30.923,38,118,1.75
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,16,13183.185,31.832,39,114,1.82
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,17,12760.293,27.603,34,116,1.57
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,18,12953.114,29.531,35,108,1.72
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,19,13151.522,31.515,33,103,1.74
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,20,13371.318,33.713,32,100,1.83
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,21,13454.315,34.543,36,98,1.9
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,22,13670.3,36.703,36,90,1.99
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,23,13504.567,35.046,32,87,1.9
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,24,13897.975,38.98,29,79,2.07
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,25,13997.205,39.972,29,74,2.14
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,26,14143.885,41.439,28,77,2.23
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,27,13993.216,39.658,25,78,2.1
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,28,13760.475,37.335,24,75,2.01
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,29,13465.691,34.393,22,76,1.94
ETHUSDT,12h,2017-01-01,2020-12-31,SMA,30,13136.273,31.106,21,71,1.85
