Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,10,9315.605,-6.844,21,13,-0.63
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,11,9109.818,-8.902,18,11,-0.81
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,12,8944.496,-10.555,13,9,-0.92
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,13,8826.507,-11.735,11,9,-1.18
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,14,9278.399,-7.216,11,9,-0.69
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,15,9023.031,-9.77,8,8,-1.02
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,16,8548.811,-14.512,4,8,-1.71
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,17,8376.263,-16.237,2,8,-2.19
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,18,8848.381,-11.516,3,7,-1.52
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,19,9504.766,-4.952,4,5,-0.47
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,20,9639.139,-3.609,4,5,-0.34
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,21,9149.091,-8.509,3,5,-1.11
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,22,9066.307,-9.337,2,5,-1.29
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,23,9258.895,-7.411,2,5,-1.02
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,24,9221.137,-7.789,2,5,-1.04
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,25,9307.602,-6.924,2,5,-0.98
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,26,9648.387,-3.516,2,4,-0.46
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,27,10080.933,0.809,3,3,0.08
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,28,9907.171,-0.928,2,3,-0.11
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,29,9953.246,-0.468,2,3,-0.05
ETHUSDT,6h,2017-01-01,2020-12-31,RSI,30,10297.301,2.973,3,2,0.33
