data processed,parameter,portofolio final value,%
BTCUSDT-2017-2020-1d,10,13197.045699626595,31.970456996265952
BTCUSDT-2017-2020-1d,11,13409.098893986595,34.090988939865944
BTCUSDT-2017-2020-1d,12,13507.28913121197,35.0728913121197
BTCUSDT-2017-2020-1d,13,13830.152968481258,38.30152968481257
BTCUSDT-2017-2020-1d,14,13834.62243569649,38.3462243569649
BTCUSDT-2017-2020-1d,15,13560.674013733556,35.606740137335564
BTCUSDT-2017-2020-1d,16,13772.723081201966,37.72723081201966
BTCUSDT-2017-2020-1d,17,13945.249214186379,39.452492141863786
BTCUSDT-2017-2020-1d,18,14171.603954265784,41.71603954265783
BTCUSDT-2017-2020-1d,19,14432.89703022121,44.32897030221209
BTCUSDT-2017-2020-1d,20,14092.355659587294,40.92355659587294
BTCUSDT-2017-2020-1d,21,14230.48540245807,42.304854024580706
BTCUSDT-2017-2020-1d,22,14599.1493542511,45.991493542510995
BTCUSDT-2017-2020-1d,23,14351.925827997098,43.51925827997098
BTCUSDT-2017-2020-1d,24,14445.355227919315,44.453552279193154
BTCUSDT-2017-2020-1d,25,14051.349091817763,40.51349091817763
BTCUSDT-2017-2020-1d,26,13943.959281906438,39.43959281906439
BTCUSDT-2017-2020-1d,27,13925.55339290855,39.25553392908551
BTCUSDT-2017-2020-1d,28,13856.672929015329,38.56672929015329
BTCUSDT-2017-2020-1d,29,14017.683214323468,40.176832143234684
BTCUSDT-2017-2020-1d,30,14024.320196119086,40.24320196119086
