Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,10,9149.314,-8.507,17,11,-1.33
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,11,9304.926,-6.951,17,9,-1.12
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,12,9450.224,-5.498,16,8,-0.92
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,13,9499.528,-5.005,12,8,-0.82
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,14,9455.029,-5.45,11,7,-0.96
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,15,9474.591,-5.254,10,6,-0.96
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,16,9763.274,-2.367,10,5,-0.48
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,17,9695.022,-3.05,7,5,-0.62
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,18,9640.997,-3.59,6,5,-0.79
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,19,9394.203,-6.058,2,6,-1.57
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,20,9562.051,-4.379,3,5,-1.28
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,21,9737.405,-2.626,4,4,-0.69
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,22,9897.254,-1.027,4,3,-0.23
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,23,10293.067,2.931,5,2,0.54
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,24,10002.866,0.029,4,2,0.01
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,25,10050.482,0.505,4,2,0.11
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,26,10108.2,1.082,5,1,0.23
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,27,10206.233,2.062,5,1,0.43
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,28,10253.986,2.54,5,1,0.53
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,29,10293.054,2.931,5,1,0.64
BTCUSDT,6h,2018-03-01,2020-11-15,RSI,30,10651.009,6.51,5,1,1.12
