Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,10,14330.644,43.384,129,265,2.82
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,11,14874.364,48.824,122,243,3.05
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,12,14564.124,45.72,113,249,2.88
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,13,14179.322,41.87,102,248,2.53
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,14,13659.497,36.669,102,237,2.25
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,15,13699.917,37.073,89,227,2.18
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,16,13391.765,33.99,85,231,2.08
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,17,13201.848,32.09,80,230,1.95
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,18,13339.765,33.469,78,218,1.96
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,19,13466.03,34.66,76,218,2.03
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,20,13629.069,36.291,70,208,2.13
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,21,14034.905,40.349,70,188,2.36
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,22,13873.076,38.731,70,184,2.29
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,23,13471.557,34.716,67,186,2.06
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,24,13260.865,32.609,63,186,1.89
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,25,13004.831,30.048,53,188,1.75
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,26,13194.317,31.943,56,178,1.89
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,27,13024.668,30.247,52,179,1.71
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,28,12898.282,28.983,49,178,1.64
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,29,12746.995,27.47,44,177,1.52
ETHUSDT,6h,2017-01-01,2020-12-31,SMA,30,12838.454,28.385,46,173,1.57
