Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,10,9652.981,-3.47,8,7,-0.61
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,11,9733.14,-2.669,8,6,-0.49
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,12,9586.236,-4.138,5,5,-0.93
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,13,9715.948,-2.841,4,5,-0.64
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,14,9695.171,-3.048,3,5,-0.73
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,15,9657.278,-3.427,2,5,-0.78
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,16,9784.305,-2.157,3,4,-0.47
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,17,10181.612,1.816,4,3,0.31
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,18,10523.6,5.236,6,1,0.86
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,19,9943.133,-0.569,3,2,-0.12
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,20,9958.261,-0.417,3,2,-0.09
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,21,10105.79,1.058,2,2,0.21
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,22,10350.918,3.509,2,2,0.58
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,23,10382.516,3.825,2,2,0.62
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,24,10393.883,3.939,2,2,0.65
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,25,10611.634,6.116,3,1,1.02
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,26,10292.947,2.929,2,1,0.53
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,27,10319.581,3.196,2,1,0.6
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,28,10362.631,3.626,2,1,0.72
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,29,10387.659,3.877,2,1,0.76
BTCUSDT,12h,2018-03-01,2020-11-15,RSI,30,10397.391,3.974,2,1,0.77
