data processed,parameter,portofolio final value,%
BTCUSDT-2017-2020-1h,10,9446.668707169778,-5.533312928302221
BTCUSDT-2017-2020-1h,11,10004.544474865732,0.045444748657319
BTCUSDT-2017-2020-1h,12,9869.26778134372,-1.3073221865627966
BTCUSDT-2017-2020-1h,13,9837.818793250615,-1.6218120674938472
BTCUSDT-2017-2020-1h,14,9979.808587685851,-0.20191412314148693
BTCUSDT-2017-2020-1h,15,9789.328468944514,-2.106715310554864
BTCUSDT-2017-2020-1h,16,9398.966023326895,-6.010339766731049
BTCUSDT-2017-2020-1h,17,9370.831504347263,-6.29168495652737
BTCUSDT-2017-2020-1h,18,9330.926386300713,-6.690736136992872
BTCUSDT-2017-2020-1h,19,9379.384011364655,-6.206159886353452
BTCUSDT-2017-2020-1h,20,9229.39458002823,-7.706054199717692
BTCUSDT-2017-2020-1h,21,9216.83065731218,-7.831693426878192
BTCUSDT-2017-2020-1h,22,9218.886982923234,-7.811130170767664
BTCUSDT-2017-2020-1h,23,9195.37895541452,-8.046210445854793
BTCUSDT-2017-2020-1h,24,9466.20678926035,-5.3379321073965
BTCUSDT-2017-2020-1h,25,9903.199316702841,-0.968006832971587
BTCUSDT-2017-2020-1h,26,10115.268792978206,1.1526879297820596
BTCUSDT-2017-2020-1h,27,10175.929275900768,1.759292759007676
BTCUSDT-2017-2020-1h,28,9989.81732456875,-0.10182675431249662
BTCUSDT-2017-2020-1h,29,10127.226941947321,1.272269419473214
BTCUSDT-2017-2020-1h,30,9253.874211782435,-7.461257882175651
