data processed,parameter,portofolio final value,%
ETHUSDT-2017-2020-2h,10,9453.458155646964,-5.465418443530361
ETHUSDT-2017-2020-2h,11,10050.239483501558,0.5023948350155842
ETHUSDT-2017-2020-2h,12,9502.931795108167,-4.970682048918333
ETHUSDT-2017-2020-2h,13,9321.232096370919,-6.78767903629081
ETHUSDT-2017-2020-2h,14,9399.362400617985,-6.006375993820147
ETHUSDT-2017-2020-2h,15,9355.174946364747,-6.448250536352535
ETHUSDT-2017-2020-2h,16,8613.012593537462,-13.869874064625382
ETHUSDT-2017-2020-2h,17,8593.450878806243,-14.06549121193757
ETHUSDT-2017-2020-2h,18,8442.527782487845,-15.57472217512155
ETHUSDT-2017-2020-2h,19,8568.873897749845,-14.311261022501547
ETHUSDT-2017-2020-2h,20,8757.664099308826,-12.423359006911742
ETHUSDT-2017-2020-2h,21,8815.114128507172,-11.848858714928284
ETHUSDT-2017-2020-2h,22,8960.44947635378,-10.395505236462196
ETHUSDT-2017-2020-2h,23,9245.165339216574,-7.548346607834265
ETHUSDT-2017-2020-2h,24,8985.52982376345,-10.144701762365493
ETHUSDT-2017-2020-2h,25,8529.847796277472,-14.701522037225276
ETHUSDT-2017-2020-2h,26,8593.280107088101,-14.067198929118984
ETHUSDT-2017-2020-2h,27,8519.197501360257,-14.808024986397431
ETHUSDT-2017-2020-2h,28,8660.539273968057,-13.394607260319427
ETHUSDT-2017-2020-2h,29,8439.712941001086,-15.602870589989143
ETHUSDT-2017-2020-2h,30,8811.387660775923,-11.886123392240771
