Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,10,9985.328,-0.147,5,3,-0.04
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,11,9981.167,-0.188,3,3,-0.04
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,12,9905.41,-0.946,3,2,-0.21
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,13,10729.136,7.291,4,1,0.84
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,14,10428.972,4.29,2,2,0.51
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,15,10611.837,6.118,3,1,0.74
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,16,10747.172,7.472,3,1,0.92
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,17,10696.156,6.962,3,1,0.85
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,18,11151.095,11.511,3,1,1.14
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,19,11320.536,13.205,3,1,1.41
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,20,11391.804,13.918,3,1,1.49
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,21,11006.458,10.065,2,1,1.02
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,22,11006.458,10.065,2,1,1.02
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,23,10729.568,7.296,1,1,0.76
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,24,10729.568,7.296,1,1,0.76
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,25,10940.051,9.401,1,1,0.85
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,26,10940.051,9.401,1,1,0.85
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,27,11001.663,10.017,1,1,0.87
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,28,11030.087,10.301,1,1,0.9
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,29,11124.253,11.243,1,1,0.93
BTCUSDT,1d,2018-03-01,2020-11-15,RSI,30,11114.742,11.147,1,1,0.92
