Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,10,11362.549,13.625,73,178,1.49
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,11,11313.437,13.166,64,174,1.51
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,12,11437.731,13.836,59,156,1.61
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,13,11255.838,12.026,58,148,1.4
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,14,11239.124,11.859,51,138,1.39
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,15,11209.072,11.56,49,138,1.39
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,16,11441.351,13.952,47,125,1.6
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,17,11473.721,14.274,45,123,1.6
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,18,11615.419,15.604,46,113,1.73
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,19,11855.899,16.784,39,110,1.82
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,20,12004.965,18.056,38,104,1.88
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,21,11988.239,17.892,38,103,1.85
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,22,11915.108,17.173,36,103,1.86
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,23,11787.961,15.922,35,100,1.79
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,24,11832.168,16.357,35,97,1.83
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,25,11745.411,15.504,36,97,1.79
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,26,11906.046,17.083,37,93,1.97
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,27,11873.625,13.398,33,88,1.6
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,28,11746.962,12.189,31,93,1.46
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,29,11584.069,10.633,26,98,1.28
BTCUSDT,8h,2018-03-01,2020-11-15,SMA,30,11624.849,11.022,24,96,1.29
