Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,10,11784.224,17.97,183,456,1.29
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,11,12040.916,20.54,177,422,1.46
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,12,12724.173,27.38,161,392,1.86
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,13,13068.399,30.826,156,373,2.14
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,14,13182.867,31.972,137,358,2.18
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,15,13078.037,30.922,134,333,2.14
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,16,13043.228,30.574,129,330,2.03
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,17,13559.136,35.738,126,309,2.32
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,18,13666.673,36.815,115,310,2.24
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,19,13893.744,39.088,109,291,2.33
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,20,13279.44,32.938,102,294,1.98
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,21,13287.064,33.015,98,284,2.0
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,22,13314.04,33.285,92,279,1.94
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,23,13256.134,32.705,91,269,1.92
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,24,12980.612,29.947,89,273,1.75
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,25,13129.175,31.434,90,267,1.85
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,26,13118.118,31.323,82,276,1.84
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,27,13157.541,31.575,77,260,1.74
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,28,13278.354,32.784,78,255,1.81
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,29,14163.291,41.633,75,250,2.3
ETHUSDT,4h,2017-01-01,2020-12-31,SMA,30,13727.959,37.28,74,245,2.15
