data processed,parameter,portofolio final value,%
ETHUSDT-2017-2020-2h,10,11883.086205045001,18.830862050450015
ETHUSDT-2017-2020-2h,11,12153.925192598977,21.539251925989774
ETHUSDT-2017-2020-2h,12,11727.116478406135,17.271164784061348
ETHUSDT-2017-2020-2h,13,12856.904117525417,28.569041175254167
ETHUSDT-2017-2020-2h,14,11853.4960719995,18.534960719995
ETHUSDT-2017-2020-2h,15,11640.769469840232,16.40769469840232
ETHUSDT-2017-2020-2h,16,11633.607613508373,16.33607613508373
ETHUSDT-2017-2020-2h,17,11397.824132872958,13.978241328729583
ETHUSDT-2017-2020-2h,18,11499.967844011922,14.999678440119224
ETHUSDT-2017-2020-2h,19,11673.00781253083,16.7300781253083
ETHUSDT-2017-2020-2h,20,11768.090874504436,17.680908745044363
ETHUSDT-2017-2020-2h,21,11770.129079642005,17.701290796420054
ETHUSDT-2017-2020-2h,22,12278.62413079605,22.786241307960502
ETHUSDT-2017-2020-2h,23,12625.36827855363,26.25368278553629
ETHUSDT-2017-2020-2h,24,11809.533541651048,18.09533541651048
ETHUSDT-2017-2020-2h,25,12231.450428682618,22.31450428682618
ETHUSDT-2017-2020-2h,26,11844.033945618157,18.440339456181572
ETHUSDT-2017-2020-2h,27,12008.936119076228,20.089361190762283
ETHUSDT-2017-2020-2h,28,12217.65354649186,22.176535464918597
ETHUSDT-2017-2020-2h,29,12203.299178316232,22.032991783162327
ETHUSDT-2017-2020-2h,30,12273.00341759558,22.730034175955808
