Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,10,10491.828,4.918,11,8,0.61
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,11,10193.163,1.932,10,7,0.24
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,12,10263.072,2.631,8,5,0.38
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,13,9868.686,-1.313,5,5,-0.21
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,14,9964.725,-0.353,4,5,-0.06
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,15,10046.506,0.465,3,5,0.07
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,16,10174.545,1.745,3,5,0.25
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,17,10267.881,2.679,4,4,0.39
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,18,11159.506,11.595,7,1,1.43
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,19,10971.278,9.713,5,2,1.18
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,20,11246.568,12.466,5,2,1.29
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,21,11413.182,14.132,4,2,1.51
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,22,11170.012,11.7,3,2,1.3
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,23,11204.11,12.041,3,2,1.33
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,24,11216.377,12.164,3,2,1.35
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,25,10611.634,6.116,3,1,1.02
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,26,10292.947,2.929,2,1,0.53
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,27,10319.581,3.196,2,1,0.6
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,28,10362.631,3.626,2,1,0.72
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,29,10387.659,3.877,2,1,0.76
BTCUSDT,12h,2017-01-01,2020-12-31,RSI,30,10397.391,3.974,2,1,0.77
