data processed,parameter,portofolio final value,%
ETHUSDT-2017-2020-8h,10,8872.306551094338,-11.276934489056622
ETHUSDT-2017-2020-8h,11,9229.431782104579,-7.705682178954213
ETHUSDT-2017-2020-8h,12,9325.6218555296,-6.743781444704
ETHUSDT-2017-2020-8h,13,8712.758651690168,-12.872413483098317
ETHUSDT-2017-2020-8h,14,8489.270886673185,-15.107291133268156
ETHUSDT-2017-2020-8h,15,8484.735254791722,-15.152647452082782
ETHUSDT-2017-2020-8h,16,8812.397598140535,-11.876024018594652
ETHUSDT-2017-2020-8h,17,9053.775202575887,-9.462247974241127
ETHUSDT-2017-2020-8h,18,9095.614842190264,-9.043851578097364
ETHUSDT-2017-2020-8h,19,8995.2606584281,-10.047393415718998
ETHUSDT-2017-2020-8h,20,9421.92972647923,-5.780702735207706
ETHUSDT-2017-2020-8h,21,9482.21206770396,-5.177879322960398
ETHUSDT-2017-2020-8h,22,9700.412044800509,-2.9958795519949124
ETHUSDT-2017-2020-8h,23,9761.880928682622,-2.3811907131737824
ETHUSDT-2017-2020-8h,24,9852.241669992025,-1.47758330007975
ETHUSDT-2017-2020-8h,25,10226.091638524626,2.2609163852462553
ETHUSDT-2017-2020-8h,26,9867.267844748649,-1.327321552513513
ETHUSDT-2017-2020-8h,27,10294.020998741744,2.9402099874174383
ETHUSDT-2017-2020-8h,28,10369.360370989878,3.69360370989878
ETHUSDT-2017-2020-8h,29,10842.423845122545,8.424238451225447
ETHUSDT-2017-2020-8h,30,10446.993161341315,4.469931613413155
