Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,10,8779.595,-12.204,7,8,-1.42
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,11,8490.468,-15.095,3,7,-1.9
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,12,8548.652,-14.513,2,6,-2.13
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,13,8972.39,-10.276,3,5,-1.3
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,14,8793.139,-12.069,2,5,-1.81
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,15,9223.516,-7.765,2,5,-1.04
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,16,9377.672,-6.223,2,4,-0.75
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,17,9659.144,-3.409,2,4,-0.38
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,18,9521.506,-4.785,2,3,-0.56
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,19,9638.998,-3.61,2,3,-0.43
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,20,9728.822,-2.712,3,2,-0.32
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,21,9874.141,-1.259,3,2,-0.16
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,22,10003.215,0.032,4,1,0.0
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,23,10142.562,1.426,4,1,0.17
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,24,10202.412,2.024,4,1,0.24
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,25,9831.077,-1.689,2,2,-0.21
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,26,10187.791,1.878,3,1,0.23
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,27,10374.353,3.744,2,1,0.3
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,28,10372.242,3.722,2,1,0.3
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,29,10600.915,6.009,2,1,0.48
ETHUSDT,12h,2018-03-01,2020-11-15,RSI,30,11158.341,11.583,2,1,0.71
