Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,10,3761.411,-62.402,2602,9133,-8.28
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,11,3700.646,-63.009,2400,8818,-8.58
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,12,3835.93,-61.675,2244,8512,-8.36
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,13,3966.95,-60.366,2134,8181,-8.32
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,14,4385.507,-56.184,2016,7811,-7.45
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,15,4514.365,-54.897,1909,7555,-7.3
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,16,4616.018,-53.881,1836,7332,-7.18
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,17,4854.185,-51.515,1768,7164,-6.81
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,18,5019.163,-49.867,1692,7003,-6.55
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,19,4995.751,-50.101,1612,6804,-6.53
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,20,5085.396,-49.205,1550,6607,-6.35
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,21,5220.265,-47.858,1502,6495,-6.17
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,22,5145.714,-48.603,1459,6350,-6.39
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,23,5140.653,-48.653,1414,6215,-6.42
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,24,5326.31,-46.799,1375,6121,-6.05
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,25,5492.988,-45.134,1333,5985,-5.66
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,26,5518.89,-44.876,1274,5891,-5.57
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,27,5696.193,-43.105,1248,5769,-5.29
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,28,5886.973,-41.199,1211,5659,-5.06
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,29,5956.44,-40.505,1178,5577,-4.96
BTCUSDT,15m,2017-01-01,2020-12-31,SMA,30,6040.119,-39.685,1143,5488,-4.85
