pair,timeframe,start,end,strategy,period,portofolio final value,%
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,10,10785.047932886855,7.850479328868551
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,11,9927.603127838922,-0.7239687216107814
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,12,9934.158806589801,-0.6584119341019868
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,13,9861.480904513764,-1.3851909548623553
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,14,10039.186412445648,0.3918641244564787
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,15,9681.124505020618,-3.18875494979382
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,16,9681.124505020618,-3.18875494979382
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,17,9681.124505020618,-3.18875494979382
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,18,9768.942302244326,-2.310576977556739
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,19,9876.552164074566,-1.2344783592543354
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,20,9876.552164074566,-1.2344783592543354
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,21,9876.552164074566,-1.2344783592543354
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,22,10269.241288359117,2.6924128835911687
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,23,10339.565670809028,3.3956567080902826
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,24,11703.366594133518,17.033665941335187
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,25,11703.366594133518,17.033665941335187
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,26,11855.318424122768,18.553184241227683
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,27,12129.444879120878,21.29444879120878
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,28,13236.69410989011,32.366941098901094
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,29,13236.69410989011,32.366941098901094
ETHUSDT,3d,2018-03-01,2020-11-15,RSI,30,13605.206972301816,36.05206972301816
