Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,10,11911.265,12.823,7,19,1.12
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,11,12233.475,15.976,6,16,1.03
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,12,12197.546,15.636,6,16,1.01
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,13,12179.049,15.46,5,15,1.0
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,14,12357.215,17.149,5,11,1.11
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,15,12075.973,14.688,5,12,0.95
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,16,11987.08,13.844,4,15,0.88
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,17,11653.055,10.672,4,14,0.76
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,18,11690.356,11.659,4,14,0.75
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,19,11635.938,11.139,4,11,0.81
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,20,11777.811,12.494,5,9,0.92
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,21,11567.724,10.488,5,11,0.76
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,22,11604.038,10.835,5,10,0.78
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,23,11791.375,12.624,5,9,0.9
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,24,12040.914,15.007,5,8,0.95
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,25,12087.646,15.454,5,8,0.98
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,26,11857.703,13.257,6,9,0.95
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,27,11848.078,13.165,4,9,0.86
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,28,11867.41,12.708,3,7,0.84
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,29,11873.442,12.765,3,7,0.84
BTCUSDT,3d,2018-03-01,2020-11-15,SMA,30,11948.062,13.27,3,6,0.88
