pair,timeframe,start,end,strategy,period,portofolio final value,%
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,10,12393.205411693454,23.93205411693454
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,11,11714.812321731983,17.148123217319828
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,12,11463.584673424262,14.635846734242621
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,13,11451.79669989866,14.517966998986594
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,14,11848.330332856756,18.483303328567562
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,15,11475.791859254454,14.757918592544538
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,16,11208.739004817973,12.087390048179731
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,17,11379.722106711388,13.79722106711388
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,18,11591.63259330533,15.916325933053304
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,19,11620.119727254289,16.201197272542885
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,20,11667.130424369649,16.671304243696486
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,21,11437.332083143428,14.373320831434286
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,22,10633.775980432809,6.337759804328089
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,23,10180.325976878805,1.8032597687880478
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,24,10335.042625391712,3.3504262539171217
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,25,10310.32437454868,3.1032437454867976
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,26,10176.254961439965,1.7625496143996495
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,27,10504.73877196992,5.0473877196992
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,28,10571.890348887055,5.718903488870546
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,29,10654.612047263847,6.546120472638467
ETHUSDT,3d,2018-03-01,2020-11-15,SMA,30,10535.336095952967,5.353360959529673
