data processed,parameter,portofolio final value,%
ETHUSDT-2017-2020-4h,10,8945.989486911236,-10.54010513088764
ETHUSDT-2017-2020-4h,11,8460.792321697967,-15.392076783020329
ETHUSDT-2017-2020-4h,12,8830.175496152604,-11.69824503847396
ETHUSDT-2017-2020-4h,13,8803.82464364281,-11.961753563571891
ETHUSDT-2017-2020-4h,14,8756.093080865605,-12.439069191343952
ETHUSDT-2017-2020-4h,15,8630.32077472315,-13.6967922527685
ETHUSDT-2017-2020-4h,16,8768.95214832803,-12.310478516719705
ETHUSDT-2017-2020-4h,17,9159.287470379573,-8.407125296204267
ETHUSDT-2017-2020-4h,18,9005.324136075118,-9.946758639248818
ETHUSDT-2017-2020-4h,19,8889.171114570481,-11.108288854295187
ETHUSDT-2017-2020-4h,20,8532.522923381095,-14.674770766189049
ETHUSDT-2017-2020-4h,21,8374.914452986644,-16.25085547013356
ETHUSDT-2017-2020-4h,22,8524.34819268903,-14.756518073109692
ETHUSDT-2017-2020-4h,23,8989.269652388099,-10.107303476119014
ETHUSDT-2017-2020-4h,24,9099.511902284885,-9.004880977151151
ETHUSDT-2017-2020-4h,25,9174.315584148253,-8.256844158517469
ETHUSDT-2017-2020-4h,26,9016.658398715354,-9.833416012846465
ETHUSDT-2017-2020-4h,27,8834.675031498293,-11.653249685017073
ETHUSDT-2017-2020-4h,28,9035.43786397071,-9.645621360292898
ETHUSDT-2017-2020-4h,29,9098.957224979526,-9.010427750204745
ETHUSDT-2017-2020-4h,30,9208.288097275043,-7.917119027249574
