data processed,parameter,portofolio final value,%
ETHUSDT-2017-2020-15m,10,8961.131556276825,-10.38868443723175
ETHUSDT-2017-2020-15m,11,9760.268049622386,-2.3973195037761434
ETHUSDT-2017-2020-15m,12,9371.936172595171,-6.280638274048288
ETHUSDT-2017-2020-15m,13,9270.068775908085,-7.299312240919152
ETHUSDT-2017-2020-15m,14,10016.56906506006,0.16569065060060895
ETHUSDT-2017-2020-15m,15,9468.010560956856,-5.319894390431436
ETHUSDT-2017-2020-15m,16,10216.006757299898,2.1600675729989782
ETHUSDT-2017-2020-15m,17,10119.161866691335,1.1916186669133457
ETHUSDT-2017-2020-15m,18,10419.528707093252,4.195287070932518
ETHUSDT-2017-2020-15m,19,10395.696119085524,3.9569611908552362
ETHUSDT-2017-2020-15m,20,10070.931332892156,0.7093133289215621
ETHUSDT-2017-2020-15m,21,9814.193713601939,-1.8580628639806127
ETHUSDT-2017-2020-15m,22,9754.599090279751,-2.454009097202488
ETHUSDT-2017-2020-15m,23,9438.306543747814,-5.616934562521856
ETHUSDT-2017-2020-15m,24,9605.754064505001,-3.9424593549499876
ETHUSDT-2017-2020-15m,25,9358.050638134513,-6.419493618654869
ETHUSDT-2017-2020-15m,26,9057.407580909225,-9.425924190907754
ETHUSDT-2017-2020-15m,27,9296.855432235556,-7.031445677644442
ETHUSDT-2017-2020-15m,28,9526.577001918347,-4.734229980816526
ETHUSDT-2017-2020-15m,29,9523.624866636084,-4.763751333639156
ETHUSDT-2017-2020-15m,30,9323.852292879372,-6.761477071206282
