Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,10,8723.546,-12.796,181,120,-1.44
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,11,8416.327,-15.867,150,100,-1.71
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,12,8579.554,-14.323,128,81,-1.55
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,13,8679.373,-13.326,113,70,-1.44
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,14,8230.586,-17.808,99,58,-1.96
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,15,8063.55,-19.364,89,48,-2.12
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,16,8093.755,-19.062,74,44,-1.99
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,17,8469.91,-15.949,67,40,-1.64
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,18,8299.603,-17.004,58,39,-1.8
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,19,8131.307,-18.687,49,35,-1.97
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,20,8172.756,-18.272,47,32,-1.95
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,21,8088.584,-19.114,42,31,-2.12
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,22,8221.632,-17.784,36,31,-2.03
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,23,8061.592,-19.384,33,27,-2.1
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,24,7962.0,-20.38,28,26,-2.06
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,25,8056.643,-19.434,27,23,-1.99
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,26,8086.081,-19.139,22,23,-1.99
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,27,8164.944,-18.351,21,21,-1.91
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,28,8145.388,-18.546,19,20,-1.94
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,29,8137.346,-18.627,16,19,-2.04
ETHUSDT,30m,2018-03-01,2020-11-15,RSI,30,8350.541,-16.495,17,18,-1.79
