Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,10,12153.82,21.442,184,472,1.83
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,11,12110.044,21.232,169,442,1.78
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,12,12243.674,22.57,157,409,1.89
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,13,12437.625,24.511,141,391,2.03
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,14,12884.053,28.98,134,360,2.4
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,15,13053.051,30.672,127,343,2.42
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,16,12979.832,29.939,124,320,2.36
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,17,13299.324,32.888,118,314,2.57
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,18,13649.596,36.32,111,310,2.75
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,19,13185.145,31.708,106,307,2.38
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,20,13401.907,33.873,100,298,2.5
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,21,13538.322,35.244,92,291,2.58
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,22,13090.965,30.775,87,288,2.35
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,23,13208.094,31.976,92,274,2.5
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,24,13046.438,30.361,92,266,2.41
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,25,13234.017,32.235,92,252,2.56
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,26,13359.692,33.742,89,235,2.56
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,27,13075.39,30.896,87,230,2.41
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,28,13241.651,32.56,85,215,2.53
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,29,13090.338,31.045,83,215,2.53
BTCUSDT,4h,2017-01-01,2020-12-31,SMA,30,12963.931,29.78,81,212,2.47
