Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,10,12439.215,24.392,27,82,1.48
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,11,12535.367,25.354,28,74,1.49
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,12,12771.448,27.714,24,67,1.61
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,13,12431.088,24.311,25,66,1.41
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,14,11894.5,18.71,23,63,1.1
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,15,12036.172,20.124,21,60,1.19
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,16,11905.798,18.822,22,55,1.26
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,17,12476.824,24.521,20,55,1.4
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,18,13202.779,31.767,18,46,1.8
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,19,13319.046,32.927,18,47,1.88
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,20,13529.112,35.024,21,42,2.01
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,21,13647.588,36.206,18,38,2.04
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,22,13629.001,36.02,15,42,1.91
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,23,13584.066,35.572,16,40,2.01
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,24,13671.408,36.444,16,37,1.86
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,25,14414.812,43.863,14,40,1.66
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,26,14372.89,43.445,15,40,1.65
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,27,14240.858,42.127,13,38,1.59
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,28,14421.421,43.929,14,36,1.67
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,29,14491.179,44.625,14,34,1.71
ETHUSDT,1d,2017-01-01,2020-12-31,SMA,30,14344.506,43.161,13,34,1.67
