Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,10,10801.402,8.014,139,380,0.84
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,11,11175.152,11.752,135,350,1.19
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,12,11568.817,15.688,121,333,1.5
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,13,12159.119,21.591,119,311,2.05
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,14,12407.632,24.076,103,300,2.2
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,15,12618.773,26.188,100,270,2.38
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,16,12434.159,24.342,98,266,2.19
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,17,12711.644,27.116,95,250,2.42
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,18,12569.414,25.694,86,254,2.22
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,19,12509.829,25.098,83,238,2.17
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,20,12194.284,21.943,79,234,1.92
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,21,12175.804,21.758,75,226,1.94
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,22,12130.957,21.31,72,226,1.86
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,23,12068.14,20.681,72,218,1.81
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,24,11993.109,19.931,68,227,1.73
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,25,12275.383,22.754,69,223,1.93
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,26,12373.369,23.734,65,227,1.99
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,27,12220.119,22.201,62,216,1.71
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,28,12224.259,22.243,62,212,1.72
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,29,12378.1,23.86,59,205,1.86
ETHUSDT,4h,2018-03-01,2020-11-15,SMA,30,12161.699,21.695,58,200,1.73
