data processed,parameter,portofolio final value,%
ETHUSDT-2017-2020-30m,10,9628.328132615557,-3.7167186738444253
ETHUSDT-2017-2020-30m,11,9690.566696168067,-3.094333038319328
ETHUSDT-2017-2020-30m,12,10157.054451906544,1.5705445190654428
ETHUSDT-2017-2020-30m,13,10608.713842764928,6.087138427649279
ETHUSDT-2017-2020-30m,14,9776.897896400873,-2.2310210359912706
ETHUSDT-2017-2020-30m,15,9674.601596930881,-3.25398403069119
ETHUSDT-2017-2020-30m,16,9928.594927878123,-0.7140507212187731
ETHUSDT-2017-2020-30m,17,9501.554216337086,-4.984457836629135
ETHUSDT-2017-2020-30m,18,9365.392915500614,-6.346070844993864
ETHUSDT-2017-2020-30m,19,9404.778145135735,-5.95221854864265
ETHUSDT-2017-2020-30m,20,8743.26829994824,-12.567317000517598
ETHUSDT-2017-2020-30m,21,8623.196825155253,-13.768031748447465
ETHUSDT-2017-2020-30m,22,8751.18887027132,-12.488111297286796
ETHUSDT-2017-2020-30m,23,9114.046764024191,-8.859532359758086
ETHUSDT-2017-2020-30m,24,9007.567357958287,-9.92432642041713
ETHUSDT-2017-2020-30m,25,9311.639759984359,-6.8836024001564144
ETHUSDT-2017-2020-30m,26,8946.875534515211,-10.531244654847887
ETHUSDT-2017-2020-30m,27,8642.802451625541,-13.571975483744591
ETHUSDT-2017-2020-30m,28,8477.473340682069,-15.225266593179313
ETHUSDT-2017-2020-30m,29,8489.962303747305,-15.100376962526951
ETHUSDT-2017-2020-30m,30,8647.320497432784,-13.526795025672165
