Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,10,5210.322,-48.013,2808,8433,-5.01
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,11,5213.412,-47.982,2632,8061,-5.07
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,12,5531.905,-44.804,2474,7727,-4.74
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,13,5660.834,-43.549,2306,7436,-4.58
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,14,5654.942,-43.608,2203,7228,-4.64
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,15,6012.545,-40.042,2107,6972,-4.11
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,16,6075.096,-39.418,1997,6768,-4.09
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,17,6187.073,-38.302,1929,6574,-3.97
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,18,6598.29,-34.215,1833,6343,-3.46
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,19,6700.235,-33.199,1767,6195,-3.37
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,20,6856.442,-31.642,1697,6031,-3.13
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,21,6781.029,-32.394,1651,5914,-3.2
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,22,6654.756,-33.652,1590,5806,-3.35
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,23,6669.481,-33.617,1526,5749,-3.37
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,24,6592.199,-34.387,1457,5689,-3.49
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,25,6603.326,-34.276,1420,5550,-3.47
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,26,6731.212,-33.003,1389,5449,-3.35
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,27,7047.708,-29.853,1359,5338,-2.93
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,28,7141.277,-28.922,1321,5221,-2.86
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,29,7105.977,-29.273,1274,5133,-2.83
ETHUSDT,15m,2017-01-01,2020-12-31,SMA,30,7007.204,-30.256,1229,5042,-2.99
