data processed,parameter,portofolio final value,%
BTCUSDT-2017-2020-15m,10,3761.4113345853266,-62.38588665414674
BTCUSDT-2017-2020-15m,11,3700.646020720246,-62.99353979279755
BTCUSDT-2017-2020-15m,12,3835.9303860209084,-61.64069613979092
BTCUSDT-2017-2020-15m,13,3966.9500355995774,-60.330499644004234
BTCUSDT-2017-2020-15m,14,4385.506731890445,-56.14493268109555
BTCUSDT-2017-2020-15m,15,4514.364609522598,-54.856353904774025
BTCUSDT-2017-2020-15m,16,4616.017969560691,-53.83982030439309
BTCUSDT-2017-2020-15m,17,4854.185233666906,-51.458147663330934
BTCUSDT-2017-2020-15m,18,5019.163083038051,-49.808369169619496
BTCUSDT-2017-2020-15m,19,4995.750571224704,-50.04249428775296
BTCUSDT-2017-2020-15m,20,5085.395984846547,-49.14604015153453
BTCUSDT-2017-2020-15m,21,5220.264804008783,-47.79735195991216
BTCUSDT-2017-2020-15m,22,5145.713907557374,-48.54286092442626
BTCUSDT-2017-2020-15m,23,5140.6529349611965,-48.593470650388035
BTCUSDT-2017-2020-15m,24,5326.310015295187,-46.73689984704812
BTCUSDT-2017-2020-15m,25,5492.987761024459,-45.070122389755404
BTCUSDT-2017-2020-15m,26,5518.889657134466,-44.81110342865534
BTCUSDT-2017-2020-15m,27,5696.192984523263,-43.03807015476737
BTCUSDT-2017-2020-15m,28,5886.972993367877,-41.13027006632123
BTCUSDT-2017-2020-15m,29,5956.439997208845,-40.43560002791155
BTCUSDT-2017-2020-15m,30,6040.118726710691,-39.59881273289309
