Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,10,10889.424,8.894,2,1,0.96
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,11,11128.926,11.289,2,1,1.31
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,12,11317.329,13.173,2,0,1.51
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,13,11317.329,13.173,2,0,1.51
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,14,11407.076,14.071,2,0,1.5
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,15,11407.076,14.071,2,0,1.5
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,16,11496.368,14.964,2,0,1.5
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,17,11532.651,15.327,2,0,1.56
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,18,11946.914,19.469,2,0,1.62
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,19,10237.698,2.377,1,0,0
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,20,10521.054,5.211,1,0,0
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,21,10521.054,5.211,1,0,0
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,22,10798.018,7.98,1,0,0
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,23,10798.018,7.98,1,0,0
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,24,11015.534,10.155,1,0,0
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,25,11201.977,12.02,1,0,0
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,26,11201.977,12.02,1,0,0
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,27,10000.0,0.0,0,0,0
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,28,10000.0,0.0,0,0,0
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,29,10000.0,0.0,0,0,0
BTCUSDT,3d,2017-01-01,2020-12-31,RSI,30,10000.0,0.0,0,0,0
