Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,10,9344.881,-6.551,13,9,-1.0
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,11,9459.017,-5.41,11,9,-0.87
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,12,9207.889,-7.921,8,8,-1.45
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,13,9560.67,-4.393,9,6,-0.8
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,14,9609.33,-3.907,6,6,-0.74
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,15,9454.31,-5.457,5,6,-1.29
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,16,9413.285,-5.867,4,5,-1.47
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,17,9745.95,-2.54,4,4,-0.54
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,18,9758.003,-2.42,3,4,-0.58
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,19,10177.777,1.778,4,3,0.27
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,20,9857.353,-1.426,4,2,-0.31
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,21,9973.65,-0.263,4,2,-0.06
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,22,9990.877,-0.091,4,2,-0.02
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,23,10053.728,0.537,4,2,0.12
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,24,9944.082,-0.559,3,2,-0.13
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,25,9808.201,-1.918,2,2,-0.54
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,26,9825.274,-1.747,2,2,-0.48
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,27,9825.274,-1.747,2,2,-0.48
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,28,10483.472,4.835,3,1,0.87
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,29,10483.472,4.835,3,1,0.87
BTCUSDT,8h,2018-03-01,2020-11-15,RSI,30,10279.882,2.799,2,1,0.51
