Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,10,8872.307,-11.277,14,11,-1.12
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,11,9229.432,-7.706,12,10,-0.63
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,12,9325.622,-6.744,10,8,-0.56
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,13,8712.759,-12.872,6,8,-1.52
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,14,8489.271,-15.107,3,8,-2.27
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,15,8484.735,-15.153,3,7,-2.24
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,16,8812.398,-11.876,3,7,-1.72
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,17,9053.775,-9.462,2,6,-0.98
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,18,9095.615,-9.044,2,6,-0.92
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,19,8995.261,-10.047,2,5,-1.53
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,20,9421.93,-5.781,3,4,-0.82
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,21,9482.212,-5.178,3,4,-0.72
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,22,9700.412,-2.996,4,2,-0.36
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,23,9761.881,-2.381,4,2,-0.28
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,24,9852.242,-1.478,4,2,-0.18
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,25,10226.092,2.261,4,2,0.24
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,26,9867.268,-1.327,3,2,-0.15
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,27,10294.021,2.94,4,1,0.34
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,28,10369.36,3.694,4,1,0.42
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,29,10842.424,8.424,4,1,0.76
ETHUSDT,8h,2017-01-01,2020-12-31,RSI,30,10446.993,4.47,2,2,0.4
