Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,10,15467.598,44.964,12,14,1.8
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,11,14718.626,37.944,10,16,1.52
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,12,14339.43,34.39,9,13,1.48
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,13,14363.993,34.621,10,14,1.45
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,14,14864.845,39.315,7,12,1.64
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,15,14311.138,34.125,7,16,1.45
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,16,13974.788,30.973,7,14,1.31
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,17,13633.091,27.771,6,12,1.45
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,18,13725.699,28.331,5,13,1.49
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,19,13835.857,31.431,4,12,1.51
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,20,13974.067,32.744,4,12,1.57
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,21,13900.843,32.048,4,11,1.48
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,22,12886.763,22.415,4,10,1.18
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,23,12379.395,17.595,3,9,0.9
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,24,12394.93,17.743,4,7,0.96
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,25,12314.157,16.976,3,7,0.93
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,26,12141.08,15.332,3,9,0.85
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,27,12442.536,18.195,3,10,1.02
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,28,12667.73,20.334,3,8,1.06
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,29,12545.387,19.172,3,7,1.1
ETHUSDT,3d,2017-01-01,2020-12-31,SMA,30,12417.321,17.956,3,10,1.01
