Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,10,8945.989,-10.526,31,20,-0.93
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,11,8460.792,-15.533,24,16,-1.58
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,12,8830.175,-11.698,21,16,-1.09
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,13,8803.825,-11.962,17,15,-1.12
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,14,8756.093,-12.439,13,14,-1.12
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,15,8630.321,-13.697,12,12,-1.27
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,16,8768.952,-12.31,11,10,-1.19
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,17,9159.287,-8.407,12,8,-0.78
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,18,9005.324,-9.947,10,8,-0.96
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,19,8889.171,-11.108,8,8,-1.12
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,20,8532.523,-14.675,4,8,-1.75
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,21,8374.914,-16.251,2,8,-2.14
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,22,8524.348,-14.757,3,7,-1.96
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,23,8989.27,-10.107,4,6,-1.32
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,24,9099.512,-9.005,5,4,-1.05
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,25,9174.316,-8.257,5,4,-0.95
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,26,9016.658,-9.833,4,4,-1.26
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,27,8834.675,-11.653,3,4,-1.77
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,28,9035.438,-9.646,3,3,-1.29
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,29,9098.957,-9.01,3,3,-1.19
ETHUSDT,4h,2017-01-01,2020-12-31,RSI,30,9208.288,-7.917,3,3,-1.01
