data processed,parameter,portofolio final value,%
BTCUSDT-2017-2020-2h,10,9809.752681981563,-1.90247318018437
BTCUSDT-2017-2020-2h,11,9670.444544121072,-3.295554558789281
BTCUSDT-2017-2020-2h,12,9443.33262774431,-5.566673722556898
BTCUSDT-2017-2020-2h,13,9603.17815146044,-3.9682184853955915
BTCUSDT-2017-2020-2h,14,9815.913523828762,-1.8408647617123823
BTCUSDT-2017-2020-2h,15,10169.908764532822,1.6990876453282182
BTCUSDT-2017-2020-2h,16,9758.480481591769,-2.415195184082313
BTCUSDT-2017-2020-2h,17,10262.948724753272,2.6294872475327247
BTCUSDT-2017-2020-2h,18,9793.67723794182,-2.063227620581802
BTCUSDT-2017-2020-2h,19,9852.563364712409,-1.4743663528759134
BTCUSDT-2017-2020-2h,20,9968.505820414715,-0.31494179585284654
BTCUSDT-2017-2020-2h,21,9628.907974387785,-3.7109202561221535
BTCUSDT-2017-2020-2h,22,9814.038386092468,-1.8596161390753148
BTCUSDT-2017-2020-2h,23,9715.158067349372,-2.8484193265062823
BTCUSDT-2017-2020-2h,24,10033.949968716299,0.3394996871629883
BTCUSDT-2017-2020-2h,25,10561.55703812481,5.615570381248108
BTCUSDT-2017-2020-2h,26,10932.513341100754,9.325133411007537
BTCUSDT-2017-2020-2h,27,11203.197569135016,12.031975691350162
BTCUSDT-2017-2020-2h,28,11717.074402182869,17.17074402182869
BTCUSDT-2017-2020-2h,29,10595.33585575817,5.953358557581705
BTCUSDT-2017-2020-2h,30,10737.789878687474,7.377898786874739
