Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,10,9453.458,-5.542,58,37,-0.42
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,11,10050.239,0.421,53,31,0.03
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,12,9502.932,-5.048,45,29,-0.42
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,13,9321.232,-6.863,39,26,-0.59
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,14,9399.362,-6.595,34,23,-0.55
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,15,9355.175,-6.448,30,20,-0.53
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,16,8613.013,-13.87,25,18,-1.34
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,17,8593.451,-14.065,22,15,-1.28
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,18,8442.528,-15.575,20,13,-1.48
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,19,8568.874,-14.311,18,13,-1.36
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,20,8757.664,-12.423,15,11,-1.12
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,21,8815.114,-11.849,12,12,-1.09
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,22,8960.449,-10.396,11,11,-0.94
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,23,9245.165,-7.548,11,11,-0.66
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,24,8985.53,-10.145,10,10,-0.96
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,25,8529.848,-14.702,7,10,-1.47
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,26,8593.28,-14.067,6,10,-1.48
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,27,8519.198,-14.808,6,9,-1.73
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,28,8660.539,-13.395,6,8,-1.71
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,29,8439.713,-15.603,3,8,-2.44
ETHUSDT,2h,2017-01-01,2020-12-31,RSI,30,8811.388,-11.886,4,7,-1.62
