Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,10,8848.103,-11.51,546,1659,-1.27
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,11,8875.414,-11.274,505,1600,-1.26
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,12,9145.073,-8.579,471,1526,-0.91
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,13,9220.627,-7.797,431,1479,-0.83
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,14,9462.139,-5.382,414,1398,-0.58
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,15,9585.743,-4.133,391,1358,-0.44
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,16,9794.287,-2.048,387,1291,-0.21
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,17,9819.943,-1.791,367,1265,-0.19
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,18,9881.572,-1.175,366,1231,-0.13
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,19,10243.336,2.433,352,1161,0.26
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,20,10319.766,3.198,330,1140,0.34
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,21,10137.847,1.378,314,1116,0.15
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,22,10393.924,3.939,294,1078,0.41
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,23,10203.434,2.034,282,1061,0.22
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,24,10157.617,1.576,269,1047,0.17
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,25,10183.087,1.831,261,1024,0.2
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,26,10336.903,3.369,255,985,0.36
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,27,10305.049,3.05,243,970,0.33
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,28,10267.616,2.676,232,975,0.29
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,29,10231.899,2.319,231,942,0.25
ETHUSDT,1h,2018-03-01,2020-11-15,SMA,30,10029.832,0.298,220,934,0.03
