data processed,parameter,portofolio final value,%
BTCUSDT-2017-2020-1d,10,10474.620746186496,4.746207461864961
BTCUSDT-2017-2020-1d,11,10386.331158782334,3.863311587823336
BTCUSDT-2017-2020-1d,12,10411.950745790911,4.119507457909113
BTCUSDT-2017-2020-1d,13,11723.083476888698,17.23083476888698
BTCUSDT-2017-2020-1d,14,11361.641209159774,13.616412091597741
BTCUSDT-2017-2020-1d,15,10816.68100604312,8.166810060431198
BTCUSDT-2017-2020-1d,16,10893.048233151054,8.93048233151054
BTCUSDT-2017-2020-1d,17,10893.048233151054,8.93048233151054
BTCUSDT-2017-2020-1d,18,10950.183584801056,9.501835848010561
BTCUSDT-2017-2020-1d,19,11116.57126532149,11.165712653214905
BTCUSDT-2017-2020-1d,20,11186.555077409967,11.865550774099667
BTCUSDT-2017-2020-1d,21,11186.555077409967,11.865550774099667
BTCUSDT-2017-2020-1d,22,11186.555077409967,11.865550774099667
BTCUSDT-2017-2020-1d,23,10923.008818137956,9.23008818137956
BTCUSDT-2017-2020-1d,24,10923.008818137956,9.23008818137956
BTCUSDT-2017-2020-1d,25,11282.755584021312,12.827555840213117
BTCUSDT-2017-2020-1d,26,11282.755584021312,12.827555840213117
BTCUSDT-2017-2020-1d,27,11346.298062456146,13.46298062456146
BTCUSDT-2017-2020-1d,28,11346.298062456146,13.46298062456146
BTCUSDT-2017-2020-1d,29,11443.16342295332,14.431634229533191
BTCUSDT-2017-2020-1d,30,11443.16342295332,14.431634229533191
