Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,10,12148.532,21.485,69,166,1.88
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,11,12183.177,21.832,65,147,1.75
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,12,12380.852,23.809,61,148,1.9
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,13,12484.926,24.849,59,150,1.95
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,14,12101.136,21.011,57,147,1.7
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,15,12346.101,23.469,52,135,1.92
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,16,12631.121,24.513,51,123,2.02
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,17,12379.59,22.033,49,123,1.82
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,18,12561.555,23.827,46,115,1.82
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,19,12400.011,22.234,41,123,1.6
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,20,12443.722,22.665,41,114,1.62
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,21,12161.44,19.883,42,110,1.46
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,22,12268.112,20.934,40,106,1.48
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,23,12328.258,21.527,36,109,1.55
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,24,12402.417,22.258,33,107,1.61
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,25,12314.714,21.394,34,101,1.54
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,26,12536.164,23.577,32,96,1.67
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,27,12607.929,24.284,33,95,1.71
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,28,12539.494,23.609,34,93,1.69
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,29,12506.211,23.281,34,86,1.68
ETHUSDT,8h,2018-03-01,2020-11-15,SMA,30,12480.701,23.03,31,93,1.67
