Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,10,9713.334,-2.858,270,814,-0.39
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,11,9579.492,-4.149,249,806,-0.56
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,12,9973.984,-0.202,222,759,-0.03
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,13,10192.084,1.98,205,727,0.26
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,14,10105.083,1.11,186,703,0.15
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,15,10038.618,0.445,178,685,0.06
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,16,9992.452,-0.075,175,662,-0.01
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,17,9779.088,-2.209,169,658,-0.29
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,18,9709.968,-2.9,163,658,-0.38
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,19,9831.484,-1.685,150,637,-0.22
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,20,9898.595,-1.014,147,607,-0.13
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,21,9940.497,-0.595,136,576,-0.08
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,22,9896.57,-1.034,133,561,-0.13
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,23,10081.923,0.819,133,541,0.1
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,24,10193.429,1.934,135,524,0.25
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,25,10429.13,4.291,134,500,0.55
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,26,10575.305,5.753,125,486,0.68
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,27,10750.724,7.507,121,469,0.88
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,28,10770.483,7.705,121,452,0.91
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,29,10961.731,9.617,114,449,1.03
BTCUSDT,2h,2018-03-01,2020-11-15,SMA,30,10965.839,9.658,116,451,1.03
