Pair,Timeframe,Start,End,Strategy,Period,Final value,%,Total win,Total loss,SQN
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,10,9808.51,-1.915,400,188,-0.25
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,11,9695.095,-3.049,323,164,-0.41
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,12,9347.5,-6.525,261,142,-0.91
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,13,9564.466,-4.355,232,114,-0.61
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,14,9534.501,-4.655,198,103,-0.67
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,15,9392.151,-6.186,164,94,-0.89
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,16,9112.959,-8.974,132,89,-1.32
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,17,9183.903,-8.266,116,82,-1.23
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,18,9193.946,-8.166,105,77,-1.25
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,19,9491.757,-5.191,102,66,-0.78
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,20,9283.238,-7.326,97,56,-1.06
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,21,9214.149,-7.859,87,53,-1.18
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,22,9220.717,-7.793,73,48,-1.05
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,23,9151.488,-8.485,61,47,-1.16
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,24,9025.462,-9.745,51,45,-1.29
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,25,9012.533,-9.875,48,41,-1.33
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,26,9013.918,-9.861,45,38,-1.32
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,27,9041.095,-9.589,44,36,-1.3
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,28,9094.667,-9.788,40,34,-1.37
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,29,9062.342,-10.108,38,30,-1.25
BTCUSDT,15m,2018-03-01,2020-11-15,RSI,30,9342.468,-7.33,41,27,-0.89
