1535414400.0,6907.26000000,7050.00000000,6860.00000000,7030.00000000,23426.20476100,1535457599999,162237055.12864876,114615,12944.66198000,89660442.81489081,0
1535457600.0,7030.00000000,7135.00000000,6966.00000000,7076.11000000,24926.71240200,1535500799999,175983229.16151696,137418,13550.92798600,95682891.52568736,0
1535500800.0,7077.00000000,7133.81000000,7006.05000000,7090.00000000,17902.80977500,1535543999999,126479485.65314435,97732,9969.46637300,70438831.51423940,0
1535544000.0,7090.00000000,7118.72000000,6912.34000000,7031.22000000,25349.67761700,1535587199999,178085952.83186146,126040,13746.73637700,96623726.86098722,0
1535587200.0,7033.21000000,7063.63000000,6839.50000000,6870.14000000,20451.85284300,1535630399999,142491545.75197345,107967,11052.45172200,77053521.11545940,0
1535630400.0,6873.99000000,6998.15000000,6784.81000000,6984.84000000,24264.92177700,1535673599999,166865680.83165181,122881,13400.59005900,92180951.72685075,0
1535673600.0,6984.84000000,7023.00000000,6922.67000000,6967.40000000,17714.63772100,1535716799999,123508811.80546077,90758,9465.40821600,65993746.41303395,0
1535716800.0,6967.68000000,7089.00000000,6888.00000000,7011.21000000,22752.76291700,1535759999999,159213918.25585873,112384,12203.00399200,85384065.47944444,0
1535760000.0,7011.21000000,7113.62000000,7008.74000000,7069.01000000,15171.33525700,1535803199999,107083503.99253514,86280,8676.71107200,61243404.86865996,0
1535803200.0,7069.34000000,7275.00000000,7031.00000000,7200.01000000,25152.07883600,1535846399999,180215843.77661048,131006,13876.00507300,99424410.88418996,0
1535846400.0,7201.57000000,7345.45000000,7127.00000000,7232.00000000,21834.36783600,1535889599999,157927689.16342163,115192,12434.99892600,89968997.43047813,0
1535889600.0,7230.75000000,7333.33000000,7174.47000000,7302.01000000,17980.47251600,1535932799999,130598329.54985731,95090,9987.52170400,72554678.26189003,0
1535932800.0,7302.00000000,7325.00000000,7191.63000000,7226.60000000,15346.30803100,1535975999999,111215125.77939915,81234,7885.64385600,57155911.19170771,0
1535976000.0,7226.60000000,7338.28000000,7225.00000000,7263.02000000,17049.71034000,1536019199999,124178475.64574123,92612,9029.23673200,65761962.69579512,0
1536019200.0,7263.00000000,7349.00000000,7227.17000000,7345.00000000,15463.49971200,1536062399999,112782200.62792266,77236,8863.66157500,64659992.91427301,0
1536062400.0,7344.17000000,7410.00000000,7335.00000000,7359.06000000,19837.14080600,1536105599999,146196210.64316330,105942,11119.51601600,81959395.08457098,0
